collision_date,NUM_COLLISIONS,vehicle_1,vehicle_2,vehicle_3,vehicle_4,vehicle_5
2021-03-10,224,224,169,20,7,3
2021-01-26,263,261,186,20,9,2
2021-01-12,278,278,223,33,8,0
2020-09-01,337,335,267,29,11,0
2020-05-05,174,174,129,18,6,2
2020-03-30,164,163,134,17,1,0
2019-12-30,518,514,399,23,4,2
2018-12-25,328,327,280,35,10,3
2018-02-03,478,478,401,35,7,1
2017-11-24,502,501,418,41,11,4
2021-12-11,307,303,230,40,15,5
2022-04-16,282,279,218,32,7,1
2022-08-24,228,227,187,15,3,0
2020-09-15,301,300,247,23,5,2
2018-07-05,720,718,624,54,12,2
2018-04-07,487,486,419,32,7,2
2018-01-31,596,595,517,45,7,2
2017-11-25,456,454,379,33,13,2
2022-09-21,331,328,246,21,4,1
2017-01-18,549,546,461,29,7,0
2022-02-13,229,227,163,21,6,2
2020-05-27,239,239,193,25,8,1
2018-02-04,541,535,428,34,7,0
2022-08-09,283,280,225,25,2,1
2017-01-11,629,626,523,33,10,5
2022-08-17,260,260,209,25,6,1
2021-02-05,326,326,246,27,7,2
2021-01-30,284,284,207,33,4,0
2020-12-20,194,194,139,19,7,0
2020-10-18,305,304,227,38,14,5
2020-04-15,139,139,111,25,11,2
2020-04-07,129,128,93,13,3,1
2022-03-26,288,287,220,30,8,1
2021-12-26,186,186,134,24,6,1
2022-04-27,314,314,260,33,10,2
2020-08-20,306,304,240,30,8,3
2020-05-13,212,212,172,25,4,1
2020-03-22,139,137,116,16,8,5
2018-04-23,675,672,580,44,14,4
2017-05-29,371,371,294,29,2,0
2017-01-30,545,543,461,38,6,2
2022-09-13,322,322,251,23,5,3
2022-01-15,235,233,174,40,11,4
2022-04-18,239,238,189,23,4,0
2016-10-31,655,655,558,44,9,0
2019-01-10,580,577,485,35,10,2
2018-05-13,529,529,447,46,10,3
2017-09-25,726,723,625,38,7,3
2021-02-07,243,243,203,27,7,3
2020-08-21,348,346,259,23,3,2
2020-05-07,175,175,139,17,2,1
2018-05-19,583,580,499,32,4,1
2018-02-19,435,435,360,20,2,0
2017-02-28,591,591,497,38,6,2
2022-08-16,289,289,232,34,9,2
2021-03-26,336,335,265,38,13,3
2020-07-01,259,258,203,19,7,2
2020-05-08,177,176,130,21,7,3
2019-01-13,374,372,308,27,6,3
2020-07-22,290,287,214,19,5,1
2020-04-29,137,137,102,12,4,2
2022-10-07,308,306,232,26,5,0
2021-11-12,353,351,276,43,10,5
2020-11-24,324,323,256,34,5,1
2020-04-30,173,173,109,15,4,2
2018-09-03,533,532,442,46,9,2
2021-12-03,343,340,247,29,8,2
2021-01-23,251,250,185,33,10,2
2022-09-26,257,254,197,18,4,3
2021-04-26,300,298,236,33,7,1
2020-04-12,106,106,78,16,4,1
2016-12-01,734,733,647,44,5,0
2016-12-26,394,393,331,34,6,1
2016-12-25,365,364,296,38,10,4
2021-11-02,276,274,219,36,12,4
2021-12-13,302,301,229,25,6,2
2022-08-01,294,291,222,15,5,1
2021-03-25,257,257,210,30,8,4
2020-11-26,203,200,142,26,8,2
2020-07-03,302,301,222,36,11,4
2021-05-10,279,278,231,41,9,1
2022-03-30,285,283,233,24,4,2
2022-01-09,232,228,161,26,9,1
2022-07-03,250,250,191,32,13,4
2021-03-16,237,237,201,22,2,1
2020-11-15,251,249,180,26,10,1
2018-08-25,552,552,469,45,9,2
2016-11-05,626,625,540,45,8,4
2022-10-28,240,237,195,19,5,1
2022-04-10,285,284,216,44,9,2
2020-07-23,332,331,250,23,10,3
2020-04-03,190,190,153,21,4,1
2016-10-01,581,581,495,44,10,1
2020-10-14,333,333,260,38,7,2
2017-02-27,540,536,471,28,3,2
2017-12-02,575,574,494,41,10,3
2022-01-25,235,233,181,26,6,2
2022-03-10,268,264,207,27,8,2
2022-08-07,267,265,224,30,6,5
2020-04-26,140,140,90,16,6,3
2018-07-06,654,652,546,41,10,3
2020-12-01,269,268,205,24,7,1
2022-02-01,274,271,199,23,5,1
2019-12-27,448,447,366,33,7,1
2021-10-19,302,301,226,30,4,1
2022-02-26,247,243,180,27,10,1
2021-11-13,335,334,265,36,11,3
2021-10-16,339,336,251,37,15,5
2021-04-24,301,300,227,38,6,1
2021-02-21,208,206,153,24,7,1
2020-04-21,121,121,72,10,2,0
2020-05-09,148,147,113,11,3,0
2021-12-21,256,255,198,20,8,3
2020-03-31,158,157,124,15,2,2
2021-03-11,287,286,240,38,11,3
2021-10-14,353,351,282,24,5,0
2021-10-17,319,316,250,44,9,5
2021-10-15,381,378,310,35,12,4
