"","collision_date","NUM_COLLISIONS","vehicle_1","vehicle_2","vehicle_3","vehicle_4","vehicle_5","date","year","no_v","one_v","two_v","three_v","four_v","five_v"
"1354","2021-11-07",265,265,214,45,17,5,2021-11-07,2021,0,51,169,28,12,5
"1355","2021-10-22",381,378,290,29,10,2,2021-10-22,2021,3,88,261,19,8,2
"1356","2021-10-29",357,355,276,33,7,0,2021-10-29,2021,2,79,243,26,7,0
"1357","2022-02-04",288,283,188,20,8,2,2022-02-04,2022,5,95,168,12,6,2
"1358","2021-11-27",264,262,196,43,13,2,2021-11-27,2021,2,66,153,30,11,2
"1359","2021-12-02",319,316,234,37,9,6,2021-12-02,2021,3,82,197,28,3,6
"1360","2022-07-05",279,278,211,30,8,0,2022-07-05,2022,1,67,181,22,8,0
"1361","2022-04-28",347,345,257,26,6,3,2022-04-28,2022,2,88,231,20,3,3
"1362","2022-03-14",310,309,239,34,9,0,2022-03-14,2022,1,70,205,25,9,0
"1363","2022-07-18",302,301,235,21,6,3,2022-07-18,2022,1,66,214,15,3,3
"1364","2022-05-13",332,331,259,24,5,2,2022-05-13,2022,1,72,235,19,3,2
"1365","2022-07-21",295,292,240,25,5,3,2022-07-21,2022,3,52,215,20,2,3
"1366","2016-10-14",767,764,683,58,8,0,2016-10-14,2016,3,81,625,50,8,0
"1367","2016-10-24",573,572,485,21,3,2,2016-10-24,2016,1,87,464,18,1,2
"1368","2016-10-22",629,625,537,52,11,3,2016-10-22,2016,4,88,485,41,8,3
"1369","2016-10-03",490,488,429,31,7,4,2016-10-03,2016,2,59,398,24,3,4
"1370","2016-09-09",715,713,624,36,9,1,2016-09-09,2016,2,89,588,27,8,1
"1371","2016-08-25",659,658,576,46,6,2,2016-08-25,2016,1,82,530,40,4,2
"1372","2016-08-19",707,703,614,40,5,3,2016-08-19,2016,4,89,574,35,2,3
"1373","2016-07-24",566,563,502,53,12,4,2016-07-24,2016,3,61,449,41,8,4
"1374","2016-06-05",466,466,393,37,7,0,2016-06-05,2016,0,73,356,30,7,0
"1375","2016-07-25",698,697,592,39,8,3,2016-07-25,2016,1,105,553,31,5,3
"1376","2016-07-27",690,687,590,35,6,1,2016-07-27,2016,3,97,555,29,5,1
"1377","2016-08-17",658,658,565,43,7,5,2016-08-17,2016,0,93,522,36,2,5
"1378","2016-08-06",578,578,492,43,8,3,2016-08-06,2016,0,86,449,35,5,3
"1379","2016-07-05",663,662,567,53,16,5,2016-07-05,2016,1,95,514,37,11,5
"1380","2016-06-21",681,679,599,52,6,1,2016-06-21,2016,2,80,547,46,5,1
"1381","2016-06-10",818,817,724,55,9,1,2016-06-10,2016,1,93,669,46,8,1
"1382","2016-06-13",646,644,568,40,9,1,2016-06-13,2016,2,76,528,31,8,1
"1383","2016-06-27",718,716,613,45,10,5,2016-06-27,2016,2,103,568,35,5,5
"1384","2016-06-03",710,708,625,36,8,1,2016-06-03,2016,2,83,589,28,7,1
"1385","2016-05-16",742,740,624,42,9,0,2016-05-16,2016,2,116,582,33,9,0
"1386","2016-05-25",733,731,635,47,8,2,2016-05-25,2016,2,96,588,39,6,2
"1387","2016-05-11",699,697,610,43,12,1,2016-05-11,2016,2,87,567,31,11,1
"1388","2016-05-17",624,624,546,37,6,2,2016-05-17,2016,0,78,509,31,4,2
"1389","2016-04-15",733,730,637,44,7,1,2016-04-15,2016,3,93,593,37,6,1
"1390","2016-05-05",626,620,528,31,9,0,2016-05-05,2016,6,92,497,22,9,0
"1391","2016-05-03",711,711,627,42,9,2,2016-05-03,2016,0,84,585,33,7,2
"1392","2016-04-28",489,489,414,18,5,1,2016-04-28,2016,0,75,396,13,4,1
"1393","2016-04-09",557,555,472,43,13,2,2016-04-09,2016,2,83,429,30,11,2
"1394","2016-04-03",585,577,432,42,6,1,2016-04-03,2016,8,145,390,36,5,1
"1395","2016-04-01",702,701,611,47,17,4,2016-04-01,2016,1,90,564,30,13,4
"1396","2016-04-06",628,627,535,33,9,2,2016-04-06,2016,1,92,502,24,7,2
"1397","2015-12-28",490,489,433,30,6,1,2015-12-28,2015,1,56,403,24,5,1
"1398","2016-02-18",592,589,518,28,7,4,2016-02-18,2016,3,71,490,21,3,4
"1399","2016-03-14",640,637,514,29,5,0,2016-03-14,2016,3,123,485,24,5,0
"1400","2016-03-15",608,605,507,29,7,2,2016-03-15,2016,3,98,478,22,5,2
"1401","2016-03-12",625,620,550,33,7,1,2016-03-12,2016,5,70,517,26,6,1
"1402","2016-02-12",628,625,543,41,8,3,2016-02-12,2016,3,82,502,33,5,3
"1403","2016-02-07",423,421,369,34,4,0,2016-02-07,2016,2,52,335,30,4,0
"1404","2016-02-09",571,571,492,28,2,0,2016-02-09,2016,0,79,464,26,2,0
"1405","2016-02-14",309,309,276,27,5,1,2016-02-14,2016,0,33,249,22,4,1
"1406","2015-12-24",603,601,514,33,10,1,2015-12-24,2015,2,87,481,23,9,1
"1407","2015-12-30",501,497,433,26,6,2,2015-12-30,2015,4,64,407,20,4,2
"1408","2015-12-16",673,671,583,33,5,0,2015-12-16,2015,2,88,550,28,5,0
"1409","2015-12-15",755,751,639,41,12,4,2015-12-15,2015,4,112,598,29,8,4
"1410","2015-12-17",745,744,611,30,3,2,2015-12-17,2015,1,133,581,27,1,2
"1411","2015-11-24",733,731,654,47,12,3,2015-11-24,2015,2,77,607,35,9,3
"1412","2015-12-03",623,623,559,35,7,1,2015-12-03,2015,0,64,524,28,6,1
"1413","2015-12-18",767,763,682,43,7,2,2015-12-18,2015,4,81,639,36,5,2
"1414","2015-12-11",694,691,627,33,6,2,2015-12-11,2015,3,64,594,27,4,2
"1415","2015-11-19",797,793,632,45,4,0,2015-11-19,2015,4,161,587,41,4,0
"1416","2015-11-06",616,615,545,38,5,1,2015-11-06,2015,1,70,507,33,4,1
"1417","2015-10-29",767,766,640,51,12,6,2015-10-29,2015,1,126,589,39,6,6
"1418","2015-11-23",704,703,606,39,5,3,2015-11-23,2015,1,97,567,34,2,3
"1419","2015-11-04",672,670,588,31,10,2,2015-11-04,2015,2,82,557,21,8,2
"1420","2015-10-11",559,557,495,39,12,4,2015-10-11,2015,2,62,456,27,8,4
"1421","2022-05-25",304,301,238,37,7,0,2022-05-25,2022,3,63,201,30,7,0
"1422","2022-06-16",301,300,245,28,9,4,2022-06-16,2022,1,55,217,19,5,4
"1423","2022-06-04",300,300,233,38,9,3,2022-06-04,2022,0,67,195,29,6,3
"1424","2022-06-25",364,364,291,38,10,2,2022-06-25,2022,0,73,253,28,8,2
"1425","2022-08-27",300,300,228,25,9,1,2022-08-27,2022,0,72,203,16,8,1
"1426","2021-03-19",309,309,241,17,1,0,2021-03-19,2021,0,68,224,16,1,0
"1427","2021-02-10",279,276,206,24,4,1,2021-02-10,2021,3,70,182,20,3,1
"1428","2021-02-17",239,239,189,23,3,2,2021-02-17,2021,0,50,166,20,1,2
"1429","2021-03-30",281,280,219,33,11,5,2021-03-30,2021,1,61,186,22,6,5
"1430","2020-12-27",184,184,138,19,8,1,2020-12-27,2020,0,46,119,11,7,1
"1431","2020-12-16",341,341,268,38,10,3,2020-12-16,2020,0,73,230,28,7,3
"1432","2020-12-30",238,237,184,25,7,1,2020-12-30,2020,1,53,159,18,6,1
"1433","2020-10-16",304,303,222,25,7,4,2020-10-16,2020,1,81,197,18,3,4
"1434","2020-11-11",300,297,217,23,6,1,2020-11-11,2020,3,80,194,17,5,1
"1435","2020-09-11",351,349,273,36,12,2,2020-09-11,2020,2,76,237,24,10,2
"1436","2020-08-28",306,306,236,33,5,2,2020-08-28,2020,0,70,203,28,3,2
"1437","2020-09-14",289,287,223,28,6,1,2020-09-14,2020,2,64,195,22,5,1
"1438","2020-09-26",330,327,243,42,10,4,2020-09-26,2020,3,84,201,32,6,4
"1439","2020-08-04",451,450,234,38,10,2,2020-08-04,2020,1,216,196,28,8,2
"1440","2020-08-10",320,320,242,31,12,5,2020-08-10,2020,0,78,211,19,7,5
"1441","2020-07-27",320,317,242,31,7,1,2020-07-27,2020,3,75,211,24,6,1
"1442","2020-05-12",191,191,142,22,8,3,2020-05-12,2020,0,49,120,14,5,3
"1443","2015-10-17",565,563,512,50,11,2,2015-10-17,2015,2,51,462,39,9,2
"1444","2015-10-01",683,679,586,30,4,1,2015-10-01,2015,4,93,556,26,3,1
"1445","2015-09-06",504,501,438,30,6,1,2015-09-06,2015,3,63,408,24,5,1
"1446","2015-08-28",609,609,545,37,5,1,2015-08-28,2015,0,64,508,32,4,1
"1447","2015-09-04",643,640,572,40,11,2,2015-09-04,2015,3,68,532,29,9,2
"1448","2015-08-08",545,545,500,42,10,3,2015-08-08,2015,0,45,458,32,7,3
"1449","2015-07-30",717,717,635,50,11,3,2015-07-30,2015,0,82,585,39,8,3
"1450","2015-07-23",623,621,551,41,6,0,2015-07-23,2015,2,70,510,35,6,0
"1451","2015-07-11",597,596,537,52,19,4,2015-07-11,2015,1,59,485,33,15,4
"1452","2015-06-21",620,619,555,62,14,2,2015-06-21,2015,1,64,493,48,12,2
"1453","2015-06-29",662,660,583,45,6,1,2015-06-29,2015,2,77,538,39,5,1
"1454","2015-05-29",813,810,735,51,9,2,2015-05-29,2015,3,75,684,42,7,2
"1455","2015-05-26",686,682,608,46,8,2,2015-05-26,2015,4,74,562,38,6,2
"1456","2015-05-05",638,635,575,32,6,2,2015-05-05,2015,3,60,543,26,4,2
"1457","2015-04-28",613,613,550,36,8,2,2015-04-28,2015,0,63,514,28,6,2
"1458","2015-05-07",684,679,605,37,5,0,2015-05-07,2015,5,74,568,32,5,0
"1459","2015-04-27",558,554,494,33,10,3,2015-04-27,2015,4,60,461,23,7,3
"1460","2015-05-11",645,645,572,46,6,3,2015-05-11,2015,0,73,526,40,3,3
"1461","2020-05-25",214,213,164,38,9,5,2020-05-25,2020,1,49,126,29,4,5
"1462","2020-06-08",235,233,168,19,8,1,2020-06-08,2020,2,65,149,11,7,1
"1463","2020-04-04",156,156,108,15,4,1,2020-04-04,2020,0,48,93,11,3,1
"1464","2020-03-09",546,542,466,29,2,1,2020-03-09,2020,4,76,437,27,1,1
"1465","2020-03-13",551,549,465,27,6,0,2020-03-13,2020,2,84,438,21,6,0
"1466","2020-03-06",673,672,558,42,7,4,2020-03-06,2020,1,114,516,35,3,4
"1467","2020-03-10",450,448,383,23,7,3,2020-03-10,2020,2,65,360,16,4,3
"1468","2020-02-22",407,407,335,39,14,5,2020-02-22,2020,0,72,296,25,9,5
"1469","2020-02-12",438,438,378,31,6,0,2020-02-12,2020,0,60,347,25,6,0
"1470","2020-01-19",360,360,278,29,8,2,2020-01-19,2020,0,82,249,21,6,2
"1471","2020-01-28",404,404,343,19,3,0,2020-01-28,2020,0,61,324,16,3,0
"1472","2020-01-21",556,555,480,29,2,0,2020-01-21,2020,1,75,451,27,2,0
"1473","2020-01-05",291,291,237,22,6,1,2020-01-05,2020,0,54,215,16,5,1
"1474","2020-01-10",522,520,443,36,8,0,2020-01-10,2020,2,77,407,28,8,0
"1475","2019-12-14",577,574,472,41,11,5,2019-12-14,2019,3,102,431,30,6,5
"1476","2019-12-21",520,519,425,46,12,5,2019-12-21,2019,1,94,379,34,7,5
"1477","2019-12-13",760,754,584,46,9,2,2019-12-13,2019,6,170,538,37,7,2
"1478","2019-12-11",578,573,472,39,7,0,2019-12-11,2019,5,101,433,32,7,0
"1479","2019-12-06",563,562,482,34,12,3,2019-12-06,2019,1,80,448,22,9,3
"1480","2019-11-09",502,500,433,39,11,1,2019-11-09,2019,2,67,394,28,10,1
"1481","2019-11-08",676,674,578,48,14,3,2019-11-08,2019,2,96,530,34,11,3
"1482","2019-11-05",440,439,372,33,1,1,2019-11-05,2019,1,67,339,32,0,1
"1483","2019-10-30",595,591,486,33,7,2,2019-10-30,2019,4,105,453,26,5,2
"1484","2019-10-15",549,547,472,23,3,1,2019-10-15,2019,2,75,449,20,2,1
"1485","2019-10-12",502,498,421,32,10,2,2019-10-12,2019,4,77,389,22,8,2
"1486","2019-10-08",523,522,451,37,9,1,2019-10-08,2019,1,71,414,28,8,1
"1487","2019-09-28",532,532,440,47,10,4,2019-09-28,2019,0,92,393,37,6,4
"1488","2019-07-27",602,602,510,59,17,4,2019-07-27,2019,0,92,451,42,13,4
"1489","2019-07-03",654,651,581,40,7,2,2019-07-03,2019,3,70,541,33,5,2
"1490","2019-09-02",427,424,368,49,10,4,2019-09-02,2019,3,56,319,39,6,4
"1491","2019-08-25",482,479,402,44,11,4,2019-08-25,2019,3,77,358,33,7,4
"1492","2019-08-21",522,521,445,34,6,3,2019-08-21,2019,1,76,411,28,3,3
"1493","2019-09-06",591,591,503,30,9,1,2019-09-06,2019,0,88,473,21,8,1
"1494","2019-08-29",592,589,515,34,10,2,2019-08-29,2019,3,74,481,24,8,2
"1495","2019-09-05",628,625,542,36,6,0,2019-09-05,2019,3,83,506,30,6,0
"1496","2015-02-28",538,537,479,38,14,1,2015-02-28,2015,1,58,441,24,13,1
"1497","2015-03-29",505,503,461,40,6,1,2015-03-29,2015,2,42,421,34,5,1
"1498","2015-04-12",443,440,403,44,6,5,2015-04-12,2015,3,37,359,38,1,5
"1499","2015-04-02",653,650,573,35,7,1,2015-04-02,2015,3,77,538,28,6,1
"1500","2015-03-05",830,829,748,54,16,7,2015-03-05,2015,1,81,694,38,9,7
"1501","2015-03-17",528,525,446,36,12,2,2015-03-17,2015,3,79,410,24,10,2
"1502","2015-03-04",574,571,499,25,5,1,2015-03-04,2015,3,72,474,20,4,1
"1503","2015-03-22",432,432,390,41,9,2,2015-03-22,2015,0,42,349,32,7,2
"1504","2015-03-21",507,503,430,35,7,1,2015-03-21,2015,4,73,395,28,6,1
"1505","2015-02-17",620,620,545,42,8,4,2015-02-17,2015,0,75,503,34,4,4
"1506","2015-02-09",547,545,469,29,8,1,2015-02-09,2015,2,76,440,21,7,1
"1507","2015-01-22",508,507,435,26,6,1,2015-01-22,2015,1,72,409,20,5,1
"1508","2015-01-25",406,405,357,31,8,3,2015-01-25,2015,1,48,326,23,5,3
"1509","2015-01-19",496,496,438,25,4,3,2015-01-19,2015,0,58,413,21,1,3
"1510","2015-01-07",538,537,469,28,4,1,2015-01-07,2015,1,68,441,24,3,1
"1511","2015-01-08",573,572,505,29,6,0,2015-01-08,2015,1,67,476,23,6,0
"1512","2014-12-31",461,460,409,34,8,2,2014-12-31,2014,1,51,375,26,6,2
"1513","2014-12-10",649,645,543,28,5,2,2014-12-10,2014,4,102,515,23,3,2
"1514","2014-12-06",628,628,515,46,13,3,2014-12-06,2014,0,113,469,33,10,3
"1515","2014-12-08",579,576,504,38,8,2,2014-12-08,2014,3,72,466,30,6,2
"1516","2014-12-19",652,651,588,45,4,1,2014-12-19,2014,1,63,543,41,3,1
"1517","2014-10-29",556,554,485,32,5,3,2014-10-29,2014,2,69,453,27,2,3
"1518","2014-11-05",554,550,497,38,8,1,2014-11-05,2014,4,53,459,30,7,1
"1519","2014-11-09",419,418,372,33,13,7,2014-11-09,2014,1,46,339,20,6,7
"1520","2014-10-25",515,514,459,38,8,3,2014-10-25,2014,1,55,421,30,5,3
"1521","2014-09-26",643,641,569,36,6,0,2014-09-26,2014,2,72,533,30,6,0
"1522","2014-10-09",499,498,435,23,4,0,2014-10-09,2014,1,63,412,19,4,0
"1523","2014-10-20",591,590,534,34,4,0,2014-10-20,2014,1,56,500,30,4,0
"1524","2019-07-22",641,640,544,33,4,1,2019-07-22,2019,1,96,511,29,3,1
"1525","2019-08-02",610,609,535,41,12,4,2019-08-02,2019,1,74,494,29,8,4
"1526","2019-07-31",604,603,505,33,6,3,2019-07-31,2019,1,98,472,27,3,3
"1527","2019-07-24",626,622,534,39,12,2,2019-07-24,2019,4,88,495,27,10,2
"1528","2019-07-09",661,659,558,41,5,1,2019-07-09,2019,2,101,517,36,4,1
"1529","2019-07-04",394,391,320,41,11,2,2019-07-04,2019,3,71,279,30,9,2
"1530","2019-07-08",592,592,517,50,6,2,2019-07-08,2019,0,75,467,44,4,2
"1531","2019-05-12",589,587,501,52,9,3,2019-05-12,2019,2,86,449,43,6,3
"1532","2019-05-15",691,691,583,41,6,1,2019-05-15,2019,0,108,542,35,5,1
"1533","2019-04-08",594,594,505,28,6,3,2019-04-08,2019,0,89,477,22,3,3
"1534","2019-05-31",765,762,656,53,8,2,2019-05-31,2019,3,106,603,45,6,2
"1535","2019-06-07",734,733,658,42,7,3,2019-06-07,2019,1,75,616,35,4,3
"1536","2019-06-01",557,557,494,44,13,2,2019-06-01,2019,0,63,450,31,11,2
"1537","2019-06-14",749,746,628,46,10,2,2019-06-14,2019,3,118,582,36,8,2
"1538","2019-06-20",697,697,602,50,11,5,2019-06-20,2019,0,95,552,39,6,5
"1539","2019-05-07",647,646,560,42,14,4,2019-05-07,2019,1,86,518,28,10,4
"1540","2019-05-08",649,645,557,46,12,2,2019-05-08,2019,4,88,511,34,10,2
"1541","2019-03-10",462,462,373,37,14,4,2019-03-10,2019,0,89,336,23,10,4
"1542","2019-03-07",556,555,477,29,4,3,2019-03-07,2019,1,78,448,25,1,3
"1543","2019-03-14",611,609,524,30,3,1,2019-03-14,2019,2,85,494,27,2,1
"1544","2019-03-15",673,671,570,49,9,1,2019-03-15,2019,2,101,521,40,8,1
"1545","2019-03-28",644,640,548,35,7,1,2019-03-28,2019,4,92,513,28,6,1
"1546","2019-03-01",711,710,609,49,4,0,2019-03-01,2019,1,101,560,45,4,0
"1547","2014-10-10",541,540,493,44,12,0,2014-10-10,2014,1,47,449,32,12,0
"1548","2014-09-02",700,697,641,49,11,2,2014-09-02,2014,3,56,592,38,9,2
"1549","2014-08-22",568,566,500,31,6,2,2014-08-22,2014,2,66,469,25,4,2
"1550","2014-08-12",491,491,423,26,5,0,2014-08-12,2014,0,68,397,21,5,0
"1551","2014-08-27",538,537,495,39,3,0,2014-08-27,2014,1,42,456,36,3,0
"1552","2014-07-28",595,593,522,41,13,4,2014-07-28,2014,2,71,481,28,9,4
"1553","2014-05-31",587,587,507,36,9,3,2014-05-31,2014,0,80,471,27,6,3
"1554","2014-07-01",616,615,536,28,4,3,2014-07-01,2014,1,79,508,24,1,3
"1555","2014-07-20",451,449,403,41,16,5,2014-07-20,2014,2,46,362,25,11,5
"1556","2014-06-12",563,559,505,38,8,1,2014-06-12,2014,4,54,467,30,7,1
"1557","2014-06-27",660,657,596,49,8,1,2014-06-27,2014,3,61,547,41,7,1
"1558","2014-06-08",516,516,466,36,8,6,2014-06-08,2014,0,50,430,28,2,6
"1559","2014-06-10",569,569,520,31,9,1,2014-06-10,2014,0,49,489,22,8,1
"1560","2014-05-18",507,507,448,31,9,3,2014-05-18,2014,0,59,417,22,6,3
"1561","2014-05-07",603,598,538,43,6,0,2014-05-07,2014,5,60,495,37,6,0
"1562","2014-04-25",617,616,557,36,7,2,2014-04-25,2014,1,59,521,29,5,2
"1563","2014-02-23",414,412,359,28,6,2,2014-02-23,2014,2,53,331,22,4,2
"1564","2014-04-09",595,595,507,50,7,3,2014-04-09,2014,0,88,457,43,4,3
"1565","2014-05-02",698,698,627,48,10,2,2014-05-02,2014,0,71,579,38,8,2
"1566","2014-05-01",650,649,565,51,6,1,2014-05-01,2014,1,84,514,45,5,1
"1567","2014-03-22",493,493,418,33,5,2,2014-03-22,2014,0,75,385,28,3,2
"1568","2019-02-28",699,697,597,49,10,2,2019-02-28,2019,2,100,548,39,8,2
"1569","2019-01-14",703,701,592,38,8,3,2019-01-14,2019,2,109,554,30,5,3
"1570","2019-01-24",592,586,462,33,8,2,2019-01-24,2019,6,124,429,25,6,2
"1571","2019-01-08",571,568,464,30,5,2,2019-01-08,2019,3,104,434,25,3,2
"1572","2019-01-17",586,584,502,31,7,0,2019-01-17,2019,2,82,471,24,7,0
"1573","2019-01-31",601,599,512,35,4,0,2019-01-31,2019,2,87,477,31,4,0
"1574","2018-12-16",622,620,483,37,11,4,2018-12-16,2018,2,137,446,26,7,4
"1575","2018-12-13",686,684,574,43,7,2,2018-12-13,2018,2,110,531,36,5,2
"1576","2018-12-11",707,706,604,47,8,2,2018-12-11,2018,1,102,557,39,6,2
"1577","2018-12-24",580,578,481,45,8,2,2018-12-24,2018,2,97,436,37,6,2
"1578","2018-11-20",695,694,596,41,10,2,2018-11-20,2018,1,98,555,31,8,2
"1579","2018-11-24",536,536,437,33,15,3,2018-11-24,2018,0,99,404,18,12,3
"1580","2018-12-06",681,678,590,36,7,3,2018-12-06,2018,3,88,554,29,4,3
"1581","2018-11-16",720,717,579,36,4,1,2018-11-16,2018,3,138,543,32,3,1
"1582","2018-11-18",470,470,380,32,10,5,2018-11-18,2018,0,90,348,22,5,5
"1583","2018-11-13",754,753,647,32,7,1,2018-11-13,2018,1,106,615,25,6,1
"1584","2018-11-06",679,675,558,44,10,1,2018-11-06,2018,4,117,514,34,9,1
"1585","2018-11-03",656,655,533,52,9,3,2018-11-03,2018,1,122,481,43,6,3
"1586","2018-10-20",629,627,546,44,8,1,2018-10-20,2018,2,81,502,36,7,1
"1587","2018-09-17",673,673,572,48,7,0,2018-09-17,2018,0,101,524,41,7,0
"1588","2018-09-25",715,712,599,51,12,4,2018-09-25,2018,3,113,548,39,8,4
"1589","2018-10-13",577,577,488,46,10,4,2018-10-13,2018,0,89,442,36,6,4
"1590","2018-10-16",688,685,594,34,11,2,2018-10-16,2018,3,91,560,23,9,2
"1591","2018-08-03",749,748,631,43,8,3,2018-08-03,2018,1,117,588,35,5,3
"1592","2018-08-09",709,706,600,46,8,1,2018-08-09,2018,3,106,554,38,7,1
"1593","2018-08-19",490,489,413,34,12,3,2018-08-19,2018,1,76,379,22,9,3
"1594","2018-08-20",562,560,483,34,6,3,2018-08-20,2018,2,77,449,28,3,3
"1595","2018-08-15",645,644,562,43,8,2,2018-08-15,2018,1,82,519,35,6,2
"1596","2018-08-17",703,699,619,44,6,2,2018-08-17,2018,4,80,575,38,4,2
"1597","2014-04-04",622,621,513,37,6,0,2014-04-04,2014,1,108,476,31,6,0
"1598","2014-03-01",497,497,443,39,9,4,2014-03-01,2014,0,54,404,30,5,4
"1599","2014-03-06",558,557,480,31,7,1,2014-03-06,2014,1,77,449,24,6,1
"1600","2014-02-09",450,449,411,31,9,2,2014-02-09,2014,1,38,380,22,7,2
"1601","2014-03-03",440,440,379,23,2,0,2014-03-03,2014,0,61,356,21,2,0
"1602","2014-02-03",960,960,829,75,17,2,2014-02-03,2014,0,131,754,58,15,2
"1603","2014-01-22",498,498,447,19,2,0,2014-01-22,2014,0,51,428,17,2,0
"1604","2014-01-11",465,465,374,18,4,1,2014-01-11,2014,0,91,356,14,3,1
"1605","2014-01-29",649,649,549,47,5,2,2014-01-29,2014,0,100,502,42,3,2
"1606","2014-01-07",491,491,438,25,3,0,2014-01-07,2014,0,53,413,22,3,0
"1607","2013-12-23",707,705,604,44,10,2,2013-12-23,2013,2,101,560,34,8,2
"1608","2013-12-16",640,638,577,39,7,2,2013-12-16,2013,2,61,538,32,5,2
"1609","2013-12-11",605,605,525,37,9,2,2013-12-11,2013,0,80,488,28,7,2
"1610","2013-11-09",571,571,504,39,14,3,2013-11-09,2013,0,67,465,25,11,3
"1611","2013-11-17",532,532,461,52,8,3,2013-11-17,2013,0,71,409,44,5,3
"1612","2013-11-22",702,700,622,46,10,1,2013-11-22,2013,2,78,576,36,9,1
"1613","2013-11-30",479,478,433,31,8,0,2013-11-30,2013,1,45,402,23,8,0
"1614","2013-11-20",607,605,533,39,13,2,2013-11-20,2013,2,72,494,26,11,2
"1615","2013-11-04",658,657,583,38,6,2,2013-11-04,2013,1,74,545,32,4,2
"1616","2013-10-28",620,618,534,40,6,3,2013-10-28,2013,2,84,494,34,3,3
"1617","2013-10-25",647,647,589,35,8,1,2013-10-25,2013,0,58,554,27,7,1
"1618","2013-11-03",415,415,380,44,13,3,2013-11-03,2013,0,35,336,31,10,3
"1619","2013-10-07",618,617,546,38,8,3,2013-10-07,2013,1,71,508,30,5,3
"1620","2013-10-30",558,558,505,42,9,3,2013-10-30,2013,0,53,463,33,6,3
"1621","2013-11-02",551,551,501,47,13,6,2013-11-02,2013,0,50,454,34,7,6
"1622","2013-09-15",476,476,425,40,10,3,2013-09-15,2013,0,51,385,30,7,3
"1623","2013-10-01",616,616,551,35,6,0,2013-10-01,2013,0,65,516,29,6,0
"1624","2013-09-23",661,661,575,38,5,0,2013-09-23,2013,0,86,537,33,5,0
"1625","2013-09-28",547,545,498,42,9,1,2013-09-28,2013,2,47,456,33,8,1
"1626","2018-07-21",622,620,519,51,11,3,2018-07-21,2018,2,101,468,40,8,3
"1627","2018-07-15",564,563,462,54,16,4,2018-07-15,2018,1,101,408,38,12,4
"1628","2018-06-21",815,811,697,54,15,3,2018-06-21,2018,4,114,643,39,12,3
"1629","2018-06-30",651,650,560,50,14,3,2018-06-30,2018,1,90,510,36,11,3
"1630","2018-05-28",409,407,332,30,7,1,2018-05-28,2018,2,75,302,23,6,1
"1631","2018-05-14",689,688,592,50,11,4,2018-05-14,2018,1,96,542,39,7,4
"1632","2018-04-27",690,690,614,23,0,0,2018-04-27,2018,0,76,591,23,0,0
"1633","2018-04-17",600,599,508,23,3,1,2018-04-17,2018,1,91,485,20,2,1
"1634","2018-03-08",633,630,522,30,4,0,2018-03-08,2018,3,108,492,26,4,0
"1635","2018-03-19",686,684,593,28,8,1,2018-03-19,2018,2,91,565,20,7,1
"1636","2018-03-15",689,685,582,49,8,2,2018-03-15,2018,4,103,533,41,6,2
"1637","2018-03-23",732,731,639,45,13,2,2018-03-23,2018,1,92,594,32,11,2
"1638","2018-03-18",526,519,452,36,7,4,2018-03-18,2018,7,67,416,29,3,4
"1639","2018-02-27",631,626,541,27,3,1,2018-02-27,2018,5,85,514,24,2,1
"1640","2018-02-18",472,470,385,29,8,3,2018-02-18,2018,2,85,356,21,5,3
"1641","2018-02-07",653,653,519,43,10,4,2018-02-07,2018,0,134,476,33,6,4
"1642","2018-02-02",617,614,530,47,8,5,2018-02-02,2018,3,84,483,39,3,5
"1643","2013-08-13",552,551,493,31,6,1,2013-08-13,2013,1,58,462,25,5,1
"1644","2013-09-02",431,429,370,34,9,2,2013-09-02,2013,2,59,336,25,7,2
"1645","2013-09-04",604,604,542,52,8,2,2013-09-04,2013,0,62,490,44,6,2
"1646","2013-08-14",622,622,552,31,2,1,2013-08-14,2013,0,70,521,29,1,1
"1647","2013-09-09",632,632,555,40,8,1,2013-09-09,2013,0,77,515,32,7,1
"1648","2013-08-28",482,481,421,42,7,0,2013-08-28,2013,1,60,379,35,7,0
"1649","2013-08-11",481,480,423,42,11,1,2013-08-11,2013,1,57,381,31,10,1
"1650","2013-08-08",549,548,482,31,6,1,2013-08-08,2013,1,66,451,25,5,1
"1651","2013-08-10",495,494,436,38,5,2,2013-08-10,2013,1,58,398,33,3,2
"1652","2013-08-07",508,507,451,27,4,3,2013-08-07,2013,1,56,424,23,1,3
"1653","2013-07-31",553,553,510,38,9,3,2013-07-31,2013,0,43,472,29,6,3
"1654","2013-07-24",571,571,519,36,7,1,2013-07-24,2013,0,52,483,29,6,1
"1655","2013-08-02",626,626,567,39,4,0,2013-08-02,2013,0,59,528,35,4,0
"1656","2013-07-16",582,581,531,40,10,3,2013-07-16,2013,1,50,491,30,7,3
"1657","2013-07-23",571,570,498,28,5,0,2013-07-23,2013,1,72,470,23,5,0
"1658","2013-06-29",591,590,537,52,12,3,2013-06-29,2013,1,53,485,40,9,3
"1659","2013-06-13",534,534,467,33,10,3,2013-06-13,2013,0,67,434,23,7,3
"1660","2013-06-10",624,622,549,39,11,2,2013-06-10,2013,2,73,510,28,9,2
"1661","2013-05-31",736,733,662,42,9,3,2013-05-31,2013,3,71,620,33,6,3
"1662","2013-05-15",532,531,485,31,5,1,2013-05-15,2013,1,46,454,26,4,1
